name,alpha-2,alpha-3,country-code,iso_3166-2,region,sub-region,intermediate-region,region-code,sub-region-code,intermediate-region-code
Antarctica,AQ,ATA,10,ISO 3166-2:AQ,Antarctica,,,,,
